date,actual,predicted
2008-09-05,135.1,135.55650329589844
2010-01-08,140.75,149.58389282226562
2011-05-13,259.15,266.20416259765625
2012-09-14,173.3,179.4844970703125
2014-01-17,114.4,116.42170715332031
2015-05-22,126.15,132.63722229003906
2016-09-30,151.35,152.6881866455078
2018-02-02,121.85,119.73344421386719
2019-06-07,96.0,99.29151153564453
2020-10-09,107.25,110.97767639160156
2022-02-11,246.85,257.0469665527344
2025-12-05,341.15,350.21832275390625
