Date,Price,Open,High,Low,Vol.,Change %,log_price,log_return,pct_return
2018-03-29,1055.5,"1,029.25","1,060.75","1,023.00",105.04K,2.60%,6.961769867288376,0.025670115297096174,0.02600243013365744
2018-04-02,1046.25,"1,056.00","1,071.25","1,046.25",68.29K,-0.88%,6.952967621803685,-0.008802245484690552,-0.008763619137849399
2018-04-03,1049.25,"1,047.00","1,059.75","1,046.50",94.86K,0.29%,6.9558309022137,0.0028632804100148235,0.0028673835125447855
2018-04-04,1026.5,"1,049.50","1,052.75",994.50,229.81K,-2.17%,6.933910236458988,-0.02192066575471152,-0.021682153919466263
2018-04-05,1042.0,"1,026.50","1,044.25","1,023.00",164.43K,1.51%,6.948897222313312,0.014986985854323898,0.015099853872381885
2018-04-06,1044.75,"1,022.00","1,048.00","1,014.00",110.81K,0.26%,6.951532901328025,0.002635679014712622,0.002639155470249621
2018-04-09,1057.5,"1,048.50","1,067.50","1,048.50",108.50K,1.22%,6.963662910920433,0.012130009592407731,0.012203876525484603
2018-04-10,1060.25,"1,056.00","1,074.00","1,055.25",121.10K,0.26%,6.9662600083547,0.0025970974342675035,0.002600472813238719
2018-04-11,1058.75,"1,060.25","1,069.00","1,058.00",104.66K,-0.14%,6.9648442459662645,-0.0014157623884356596,-0.0014147606696534032
2018-04-12,1071.75,"1,058.75","1,072.50","1,058.25",168.40K,1.23%,6.977048105478087,0.012203859511822124,0.012278630460448747
2018-04-13,1065.0,"1,071.00","1,078.00","1,062.50",106.62K,-0.63%,6.970730078143525,-0.006318027334561549,-0.00629811056682994
2018-04-16,1053.25,"1,065.00","1,069.50","1,052.50",96.39K,-1.10%,6.9596359008591255,-0.011094177284399542,-0.011032863849765207
2018-04-17,1057.25,"1,054.50","1,060.25","1,051.25",81.96K,0.38%,6.963426476352598,0.0037905754934728364,0.0037977688108237206
2018-04-18,1053.25,"1,057.25","1,063.75","1,050.50",107.54K,-0.38%,6.9596359008591255,-0.0037905754934728364,-0.003783400331047515
2018-04-19,1049.0,"1,053.25","1,056.25","1,044.25",114.38K,-0.40%,6.955592608396297,-0.004043292462828418,-0.004035129361500078
2018-04-20,1040.25,"1,048.75","1,050.00","1,039.50",112.11K,-0.83%,6.94721634786305,-0.008376260533246693,-0.00834127740705437
2018-04-23,1032.25,"1,038.75","1,045.00","1,029.00",119.29K,-0.77%,6.9394961647662,-0.007720183096850519,-0.007690459024273011
2018-04-24,1034.0,"1,032.25","1,038.00","1,027.75",141.99K,0.17%,6.9411900550683745,0.0016938903021745944,0.0016953257447323011
2018-04-25,1039.25,"1,033.50","1,045.00","1,032.00",138.71K,0.51%,6.946254578132747,0.005064523064372217,0.005077369439071555
2018-04-26,1039.5,"1,039.00","1,046.25","1,035.50",136.91K,0.02%,6.946495107298068,0.000240529165321135,0.00024055809477996348
2018-04-27,1056.25,"1,040.00","1,058.00","1,030.50",179.34K,1.61%,6.962480178671384,0.01598507137331584,0.01611351611351619
2018-04-30,1048.5,"1,057.25","1,067.50","1,047.00",113.04K,-0.73%,6.955115850341975,-0.00736432832940892,-0.00733727810650886
2018-05-01,1053.25,"1,048.75","1,055.50","1,041.00",88.91K,0.45%,6.9596359008591255,0.004520050517150764,0.004530281354315768
2018-05-02,1043.0,"1,053.25","1,054.75","1,039.25",103.72K,-0.97%,6.949856455000773,-0.009779445858352886,-0.009731782577735548
2018-05-03,1053.25,"1,043.00","1,055.50","1,034.00",113.85K,0.98%,6.9596359008591255,0.009779445858352886,0.009827420901246331
2018-05-04,1036.75,"1,052.75","1,052.75","1,036.25",106.28K,-1.57%,6.943846099126491,-0.01578980173263478,-0.015665796344647487
2018-05-07,1011.5,"1,034.75","1,040.00","1,010.75",134.06K,-2.44%,6.9191896566078,-0.02465644251869037,-0.024354955389438104
2018-05-08,1020.25,"1,013.50","1,023.50","1,011.25",117.29K,0.87%,6.927802974285915,0.008613317678114463,0.00865051903114189
2018-05-09,1015.75,"1,020.75","1,024.25","1,011.25",86.75K,-0.44%,6.923382534867836,-0.004420439418078459,-0.004410683655966641
2018-05-10,1021.25,"1,017.50","1,033.75","1,014.25",132.33K,0.54%,6.928782646174213,0.0054001113063764095,0.005414718188530676
2018-05-11,1003.25,"1,021.00","1,022.50","1,002.00",116.56K,-1.76%,6.911000009147026,-0.017782637027186965,-0.01762545899632806
2018-05-14,1017.75,"1,001.75","1,026.00","1,001.75",131.05K,1.45%,6.925349587383089,0.014349578236062754,0.0144530276601047
2018-05-15,1022.0,"1,020.50","1,028.50","1,009.00",14.34K,0.42%,6.92951677076365,0.004167183380561212,0.0041758781626135555
2018-05-16,1003.25,"1,021.00","1,021.75","1,002.50",11.38K,-1.83%,6.911000009147026,-0.018516761616623967,-0.018346379647749544
2018-05-17,998.75,"1,004.50","1,011.00",996.00,11.11K,-0.45%,6.906504497080484,-0.004495512066541529,-0.0044854223772738955
2018-05-18,1002.5,"1,000.75","1,011.25",996.50,17.93K,0.38%,6.910252159180724,0.0037476621002401345,0.003754693366708306
2018-05-21,1029.0,"1,020.75","1,030.25","1,015.25",21.68K,2.64%,6.9363427358340495,0.026090576653325037,0.026433915211970138
2018-05-22,1034.25,"1,025.75","1,039.25","1,024.00",13.33K,0.51%,6.941431805341521,0.005089069507471677,0.005102040816326481
2018-05-23,1043.25,"1,034.25","1,043.50","1,031.75",11.42K,0.87%,6.950096119471662,0.008664314130141015,0.00870195794053652
2018-05-24,1039.75,"1,043.25","1,054.50","1,039.75",26.54K,-0.34%,6.946735578623021,-0.003360540848641236,-0.0033549005511622765
2018-05-25,1046.0,"1,039.75","1,048.00","1,039.50",12.97K,0.60%,6.952728644624869,0.00599306600184768,0.006011060351045927
2018-05-28,1045.75,"1,045.50","1,045.75","1,045.50",,-0.02%,6.952489610322308,-0.000239034302560448,-0.00023900573613766518
2018-05-29,1035.0,"1,050.00","1,053.50","1,032.50",15.43K,-1.03%,6.942156705699469,-0.010332904622838868,-0.01027970356203678
2018-05-30,1027.75,"1,035.00","1,036.25","1,019.50",25.51K,-0.70%,6.935127225777988,-0.007029479921481396,-0.007004830917874405
2018-05-31,1023.25,"1,027.75","1,035.25","1,018.50",16.65K,-0.44%,6.930739115372512,-0.004388110405475487,-0.004378496716127445
2018-06-01,1026.0,"1,024.25","1,031.00","1,019.75",15.54K,0.27%,6.933423025730715,0.0026839103582023682,0.0026875152699730176
2018-06-04,1006.75,"1,016.50","1,019.25","1,006.25",15.06K,-1.88%,6.9144825997315635,-0.018940425999151245,-0.018762183235867425
2018-06-05,1006.5,"1,007.50","1,011.50","1,002.50",33.60K,-0.02%,6.914234245079846,-0.000248354651717797,-0.00024832381425377026
2018-06-06,999.5,"1,009.75","1,013.50",999.00,16.28K,-0.70%,6.907255153940455,-0.0069790911393905475,-0.006954793840039719
2018-06-07,979.75,"1,000.25","1,003.50",978.50,52.73K,-1.98%,6.887297437079741,-0.01995771686071457,-0.01975987993996997
2018-06-08,974.75,979.75,981.50,968.00,18.17K,-0.51%,6.882181027862707,-0.005116409217033713,-0.005103342689461554
2018-06-11,959.0,972.25,977.50,958.50,22.83K,-1.62%,6.8658910748834385,-0.016289952979268385,-0.016157989228007152
2018-06-12,959.5,962.00,968.50,957.50,18.66K,0.05%,6.8664123154477545,0.0005212405643160167,0.0005213764337852478
2018-06-13,941.75,960.25,963.75,940.00,39.52K,-1.85%,6.847739846572151,-0.0186724688756037,-0.018499218342886925
2018-06-14,933.25,939.25,943.25,930.25,30.11K,-0.90%,6.838673117794693,-0.009066728777457733,-0.009025749933634142
2018-06-15,911.5,932.50,935.75,909.75,57.30K,-2.33%,6.815091594118718,-0.023581523675975546,-0.02330565229038306
2018-06-18,914.0,911.50,919.75,904.00,59.58K,0.27%,6.81783057145415,0.002738977335432047,0.0027427317608337276
2018-06-19,894.25,910.50,911.25,847.50,37.42K,-2.16%,6.795985378139127,-0.02184519331502255,-0.021608315098468278
2018-06-20,894.5,896.25,901.25,882.50,33.19K,0.03%,6.796264902948774,0.0002795248096472136,0.0002795638803465561
