Date,Price,Open,High,Low,Vol.,Change %,log_price,log_return,pct_return
2007-08-24,1.94,1.94,1.94,1.94,,-0.51%,0.6626879730752367,,
2007-08-27,1.91,1.91,1.91,1.91,,-1.55%,0.6471032420585384,-0.015584731016698328,-0.015463917525773252
2007-08-28,1.93,1.93,1.93,1.93,,1.05%,0.6575200029167941,0.010416760858255714,0.010471204188481575
2007-08-29,1.95,1.95,1.95,1.95,,1.04%,0.6678293725756554,0.010309369658861312,0.010362694300518172
2007-08-30,1.92,1.92,1.92,1.92,,-1.54%,0.6523251860396901,-0.015504186535965303,-0.015384615384615441
2007-08-31,1.91,1.91,1.91,1.91,,-0.52%,0.6471032420585384,-0.005221943981151722,-0.00520833333333337
2007-09-03,1.91,1.91,1.91,1.91,,0.00%,0.6471032420585384,0.0,0.0
2007-09-04,1.91,1.91,1.91,1.91,,0.00%,0.6471032420585384,0.0,0.0
2007-09-05,1.93,1.93,1.93,1.93,,1.05%,0.6575200029167941,0.010416760858255714,0.010471204188481575
2007-09-06,1.92,1.92,1.92,1.92,,-0.52%,0.6523251860396901,-0.0051948168771039915,-0.005181347150259086
2007-09-10,1.92,1.92,1.92,1.92,,0.00%,0.6523251860396901,0.0,0.0
2007-09-11,1.89,1.89,1.89,1.89,,-1.56%,0.636576829071551,-0.015748356968139143,-0.015625
2007-09-12,1.87,1.87,1.87,1.87,,-1.06%,0.6259384308664954,-0.010638398205055632,-0.01058201058201047
2007-09-13,1.86,1.86,1.86,1.86,,-0.53%,0.62057648772511,-0.0053619431413853835,-0.005347593582887722
2007-09-14,1.85,1.85,1.85,1.85,,-0.54%,0.6151856390902335,-0.005390848634876488,-0.005376344086021501
2007-09-17,1.87,1.87,1.87,1.87,,1.08%,0.6259384308664954,0.010752791776261872,0.010810810810810922
2007-09-18,1.86,1.86,1.86,1.86,,-0.53%,0.62057648772511,-0.0053619431413853835,-0.005347593582887722
