Date,tmax,tmax_change_pct,tmin,tmin_change_pct,rainfall
2001-01-01,25.4849,,17.2303,,3.605
2001-01-02,26.7325,4.89544789267371,17.0423,-1.0911011415935867,0.0
2001-01-03,26.7838,0.1919012438043488,18.0335,5.816116369269397,0.0
2001-01-04,30.5608,14.101807809198096,19.3495,7.297529597693186,0.0
2001-01-05,31.9109,4.417750844218737,18.8197,-2.7380552469055908,2.4033
2001-01-06,32.6031,2.1691647681512993,21.5029,14.257400489912154,0.0
2001-01-07,32.9449,1.048366566369463,21.4003,-0.4771449432402042,2.8497
2001-01-08,33.6969,2.2825991276343327,20.7167,-3.1943477427886613,0.0
2001-01-09,32.4578,-3.6771928575032087,20.8022,0.4127105185671498,15.2577
2001-01-10,30.0481,-7.424101448650244,20.4262,-1.8075011296881938,30.5429
2001-01-11,30.9368,2.957591328569853,20.4946,0.33486404715510343,0.0
2001-01-12,27.3478,-11.60107056967754,19.9135,-2.8353810271974034,0.0
2001-01-13,28.8517,5.499162638310939,18.6146,-6.522710723880786,1.5725
2001-01-14,28.3903,-1.5992125247385802,16.41,-11.843391746263688,17.4688
2001-01-15,28.5612,0.6019661644998564,16.2305,-1.0938452163315127,10.0253
2001-01-16,31.5691,10.531420248448953,19.3837,19.42762083731249,3.4059
2001-01-17,32.0305,1.4615557618050667,20.5458,5.995243426177654,0.5287
2001-01-18,33.4576,4.455440907884656,19.6571,-4.325458244507397,3.5844
2001-01-19,32.9791,-1.430168332456594,20.8876,6.259824694385241,7.2375
2001-01-20,30.1848,-8.472941954146728,19.828,-5.072866198127112,0.0
2001-01-21,27.1769,-9.964949245978104,19.2811,-2.7582206980028334,0.0
2001-01-22,28.6296,5.3453484392995465,19.1786,-0.5316086737789827,11.6459
2001-01-23,29.655,3.5816078464246726,19.8793,3.653551354113449,0.6798
2001-01-24,28.3732,-4.322373967290504,20.0331,0.7736690929761147,7.8143
2001-01-25,29.7233,4.758363526144382,19.2982,-3.6684287504180513,11.4811
2001-01-26,28.6296,-3.679604889093735,20.5287,6.3762423438455285,8.3018
2001-01-27,31.6546,10.565987649146336,21.1098,2.8306712066521467,0.0
2001-01-28,32.116,1.4576080569648653,20.4604,-3.0762963173502356,31.1747
2001-01-29,31.1419,-3.0330676298418235,19.4691,-4.844968817813921,25.1183
2001-01-30,31.1077,-0.10981988895988337,21.1953,8.866357458742314,0.0
2001-01-31,30.3044,-2.5823188471021608,21.1269,-0.3227130543092094,10.9317
2001-02-01,29.9113,-1.2971713678541774,19.9135,-5.743388760300849,13.2389
2001-02-02,31.3298,4.742354895975764,21.6738,8.839731840208898,2.9183
2001-02-03,30.8,-1.6910417557724489,22.6138,4.337033653535616,1.4626
2001-02-04,32.116,4.2727272727272725,22.1352,-2.116406795850323,9.0983
2001-02-05,30.7488,-4.257068128035868,20.204,-8.72456539809896,7.4984
2001-02-06,28.8005,-6.336182224997399,20.0844,-0.5919619877252091,44.0291
