as_of_date,horizon_weeks,current_price,predicted_log_change,projected_price,n_features_used
2026-04-02,4,295.4,0.062279604375362396,314.38236703017714,45
2026-04-02,12,295.4,0.17891305685043335,353.2738117540828,29
2026-04-02,26,295.4,-0.1443013846874237,255.70616324019747,32
2026-04-02,52,295.4,0.040820784866809845,307.70796111311284,28
