anchor_date,model_asof_date,forecast_date,horizon_weeks,anchor_price,predicted_log_change,projected_price,projected_pct_change
2026-04-02,2026-04-02,2026-04-30,4,295.4,0.006155767012387514,297.22402194263873,0.006174752683272722
2026-04-02,2026-04-02,2026-06-25,12,295.4,-0.05099387839436531,280.71403769065404,-0.049715512218503566
2026-04-02,2026-04-02,2026-10-01,26,295.4,-0.03673235699534416,284.74613049437164,-0.036065908956087855
2026-04-02,2026-04-02,2027-04-01,52,295.4,0.5214108824729919,497.5724890264342,0.6844024679297029
