target,feature,lag_days,correlation,abs_correlation,n_obs
coffee_c_return_pct,sugar,150,0.01685132924127984,0.01685132924127984,2776
coffee_c_return_pct,sugar,151,0.022772272165441216,0.022772272165441216,2773
coffee_c_return_pct,sugar,152,0.007367196605008966,0.007367196605008966,2856
coffee_c_return_pct,sugar,153,-0.00011307761638421181,0.00011307761638421181,3669
coffee_c_return_pct,sugar,154,-0.0006820698639136121,0.0006820698639136121,4414
coffee_c_return_pct,sugar,155,-0.01859314611930273,0.01859314611930273,3665
coffee_c_return_pct,sugar,156,-0.01667816816251845,0.01667816816251845,2853
coffee_c_return_pct,sugar,157,0.01476963436040242,0.01476963436040242,2776
coffee_c_return_pct,sugar,158,0.015792668126358936,0.015792668126358936,2766
coffee_c_return_pct,sugar,159,0.004137212824420319,0.004137212824420319,2850
coffee_c_return_pct,sugar,160,6.198825295411606e-05,6.198825295411606e-05,3660
coffee_c_return_pct,sugar,161,-1.8875354934743846e-05,1.8875354934743846e-05,4405
coffee_c_return_pct,sugar,162,-0.01941209639337382,0.01941209639337382,3660
coffee_c_return_pct,sugar,163,-0.01920403750108087,0.01920403750108087,2849
coffee_c_return_pct,sugar,164,0.014673799641913324,0.014673799641913324,2765
coffee_c_return_pct,sugar,165,0.015275338581336475,0.015275338581336475,2765
coffee_c_return_pct,sugar,166,0.002905792340776486,0.002905792340776486,2845
coffee_c_return_pct,sugar,167,7.42376912155148e-05,7.42376912155148e-05,3653
coffee_c_return_pct,sugar,168,0.0011236124056443722,0.0011236124056443722,4411
coffee_c_return_pct,sugar,169,-0.013967474954032746,0.013967474954032746,3654
coffee_c_return_pct,sugar,170,-0.016456579312729723,0.016456579312729723,2847
coffee_c_return_pct,sugar,171,0.01937935341954536,0.01937935341954536,2758
coffee_c_return_pct,sugar,172,0.01314695938568684,0.01314695938568684,2757
coffee_c_return_pct,sugar,173,0.00946506855413309,0.00946506855413309,2839
coffee_c_return_pct,sugar,174,0.0020835900236050695,0.0020835900236050695,3655
coffee_c_return_pct,sugar,175,0.004180653012969902,0.004180653012969902,4391
coffee_c_return_pct,sugar,176,-0.021358684401903562,0.021358684401903562,3647
coffee_c_return_pct,sugar,177,-0.01282383210156533,0.01282383210156533,2839
coffee_c_return_pct,sugar,178,0.01783645332778798,0.01783645332778798,2761
coffee_c_return_pct,sugar,179,0.01714807017309272,0.01714807017309272,2754
coffee_c_return_pct,sugar,180,0.0007718009516650037,0.0007718009516650037,2835
coffee_c_return_pct,sugar,181,0.002297735027700769,0.002297735027700769,3649
coffee_c_return_pct,sugar,182,-0.0019185888781234714,0.0019185888781234714,4384
coffee_c_return_pct,sugar,183,-0.016097107026417437,0.016097107026417437,3647
coffee_c_return_pct,sugar,184,-0.01510061295332708,0.01510061295332708,2838
coffee_c_return_pct,sugar,185,0.012951793469436073,0.012951793469436073,2759
coffee_c_return_pct,sugar,186,0.014322650908807478,0.014322650908807478,2757
coffee_c_return_pct,sugar,187,-0.00759938947517543,0.00759938947517543,2831
coffee_c_return_pct,sugar,188,-0.003977128788458112,0.003977128788458112,3637
coffee_c_return_pct,sugar,189,-0.0036158683298590064,0.0036158683298590064,4376
coffee_c_return_pct,sugar,190,-0.019063192607934466,0.019063192607934466,3640
coffee_c_return_pct,sugar,191,-0.013461864942572923,0.013461864942572923,2834
coffee_c_return_pct,sugar,192,0.023945160435357802,0.023945160435357802,2747
coffee_c_return_pct,sugar,193,0.011433771779834935,0.011433771779834935,2742
coffee_c_return_pct,sugar,194,-0.005993860077558846,0.005993860077558846,2827
coffee_c_return_pct,sugar,195,-0.004116954317563347,0.004116954317563347,3633
coffee_c_return_pct,sugar,196,-0.01149514312412449,0.01149514312412449,4381
