friday_week,source_date,price,instrument_id,raw_symbol,expiration,days_to_expiry,open_interest_x,contract_rank,log_ret_1d,log_ret_5d,log_ret_20d,vol_20d,vol_60d,roll_changed,fx_source_date,brl_per_usd,fx_log_ret_1d,fx_log_ret_5d,fx_log_ret_20d,fx_vol_20d,fx_vol_60d,market_name,position_date,open_interest_y,noncommercial_long,noncommercial_short,noncommercial_spreading,commercial_long,commercial_short,nonreportable_long,nonreportable_short,release_date,spec_net,comm_net,spec_net_pct_oi,comm_net_pct_oi,spec_z_26w,spec_z_52w,comm_z_26w,comm_z_52w,curve_source_date,rank1_price,rank1_dte,rank1_oi,rank2_price,rank2_dte,rank2_oi,rank3_price,rank3_dte,rank3_oi,rank4_price,rank4_dte,rank4_oi,rank5_price,rank5_dte,rank5_oi,rank6_price,rank6_dte,rank6_oi,cm_1m_price,cm_3m_price,cm_6m_price,spread_1_2,spread_1_3,spread_3_6,basis_cm1_spotproxy,curve_slope_1_6,curve_curvature_1_3_6,rank1_price_ret_5d,rank1_price_ret_20d,cm_3m_price_ret_5d,cm_3m_price_ret_20d,cm_6m_price_ret_5d,cm_6m_price_ret_20d,curve_slope_1_6_ret_5d,curve_slope_1_6_ret_20d,curve_curvature_1_3_6_ret_5d,curve_curvature_1_3_6_ret_20d,weather_source_date,weather_tavg_c,weather_tmax_c,weather_tmin_c,weather_precip_mm,weather_rain_mm,rain_30d,rain_7d,rain_anom_30d,tavg_anom_30d,tmin_anom_30d,rain_ratio_30d,frost_7d_flag,heat_7d_flag,fcst_rain_1_7d,fcst_rain_8_14d,fcst_rain_1_14d,fcst_tavg_1_7d,fcst_tavg_8_14d,fcst_tmin_1_7d,fcst_tmax_1_7d,fcst_cold_flag_1_7d,fcst_heat_flag_1_7d,spot_proxy_price,price_lag_1,price_lag_4,price_lag_13,price_lag_26,brl_per_usd_lag_1,brl_per_usd_lag_4,brl_per_usd_lag_13,brl_per_usd_lag_26,spec_net_lag_1,spec_net_lag_4,spec_net_lag_13,spec_net_lag_26,comm_net_lag_1,comm_net_lag_4,comm_net_lag_13,comm_net_lag_26,spec_net_pct_oi_lag_1,spec_net_pct_oi_lag_4,spec_net_pct_oi_lag_13,spec_net_pct_oi_lag_26,comm_net_pct_oi_lag_1,comm_net_pct_oi_lag_4,comm_net_pct_oi_lag_13,comm_net_pct_oi_lag_26,rain_30d_lag_1,rain_30d_lag_4,rain_30d_lag_13,rain_30d_lag_26,rain_7d_lag_1,rain_7d_lag_4,rain_7d_lag_13,rain_7d_lag_26,tavg_anom_30d_lag_1,tavg_anom_30d_lag_4,tavg_anom_30d_lag_13,tavg_anom_30d_lag_26,tmin_anom_30d_lag_1,tmin_anom_30d_lag_4,tmin_anom_30d_lag_13,tmin_anom_30d_lag_26,rain_ratio_30d_lag_1,rain_ratio_30d_lag_4,rain_ratio_30d_lag_13,rain_ratio_30d_lag_26,rank1_price_lag_1,rank1_price_lag_4,rank1_price_lag_13,rank1_price_lag_26,cm_3m_price_lag_1,cm_3m_price_lag_4,cm_3m_price_lag_13,cm_3m_price_lag_26,cm_6m_price_lag_1,cm_6m_price_lag_4,cm_6m_price_lag_13,cm_6m_price_lag_26,curve_slope_1_6_lag_1,curve_slope_1_6_lag_4,curve_slope_1_6_lag_13,curve_slope_1_6_lag_26,curve_curvature_1_3_6_lag_1,curve_curvature_1_3_6_lag_4,curve_curvature_1_3_6_lag_13,curve_curvature_1_3_6_lag_26,spot_proxy_price_lag_1,spot_proxy_price_lag_4,spot_proxy_price_lag_13,spot_proxy_price_lag_26,price_brl_per_usd_interaction,price_spec_net_interaction,price_rain_30d_interaction,rank1_price_brl_per_usd_interaction,rank1_price_spec_net_interaction,cm_3m_price_cm_6m_price_interaction,target_ret_1w,target_ret_4w,target_ret_13w,target_ret_26w
2020-11-06,2020-11-06,106.95,0,KC_LOCAL,2021-11-06,365,,1,0.009394150814106453,0.02413176007987622,-0.04211148535012685,0.01366340894266363,0.019356419367437375,False,2020-11-06,5.5307,-0.005607407075008986,-0.044037388421222144,-0.012666470697621062,0.008987731025262102,0.010404616177733356,COFFEE C - ICE FUTURES U.S.,2020-11-03,285632,61769,33748,53774,61769,33748,16159,9918,2020-11-06,28021,28021,0.09810175330495183,0.09810175330495183,-0.105748562284967,-0.05094015441837721,-0.105748562284967,-0.05094015441837721,2020-11-06,106.95,365,,,,,,,,,,,,,,,,,106.95,106.95,106.95,,,0.0,0.0,0.0,0.0,0.02413176007987622,-0.04211148535012685,0.02413176007987622,-0.04211148535012685,0.02413176007987622,-0.04211148535012685,,,,,2020-11-06,24.6,31.1,16.3,0.0,0.0,174.4,15.900000000000043,44.86666666666668,-0.6309523809523809,-0.5355555555555552,1.346371590324241,0.0,0.0,,,,,,,,,,106.95,104.4,111.55,115.45,110.1,5.7712,5.5387,5.4221,5.7647,35421.0,47505.0,33332.0,26100.0,35421.0,47505.0,33332.0,26100.0,0.1281122958290534,0.17053531683921827,0.12327698117115352,0.11051454896514346,0.1281122958290534,0.17053531683921827,0.12327698117115352,0.11051454896514346,158.5,19.399999999999995,0.0999999999999929,27.39999999999999,71.90000000000005,1.1000000000000445,0.0,0.3000000000000444,0.5766666666666667,1.9225396825396828,-0.21492063492063476,-0.8198412698412695,0.4806349206349209,0.7906349206349204,-0.19476190476190441,-0.8038095238095238,1.4194635165678708,0.3484433800889496,0.01619121048573517,0.6261834802481226,104.4,111.55,115.45,110.1,104.4,111.55,115.45,110.1,104.4,111.55,115.45,110.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.4,111.55,115.45,110.1,591.508365,2996845.95,18652.08,591.508365,2996845.95,11438.3025,0.02127739844728488,0.07560954909134804,0.1519442803763476,0.35349082437270163
2020-11-13,2020-11-13,109.25,0,KC_LOCAL,2021-11-13,365,,1,-0.007750209752934694,0.02127739844728488,0.018476276167573212,0.012683471964331025,0.01897922499868223,False,2020-11-13,5.4848,0.013953373186937791,-0.008333759820594993,-0.023745868642348063,0.01407262262447131,0.012111090797032388,COFFEE C - ICE FUTURES U.S.,2020-11-10,282352,61966,37960,46916,61966,37960,16489,9391,2020-11-13,24006,24006,0.08502153340511134,0.08502153340511134,-0.23825219382932566,-0.2545695181831107,-0.23825219382932566,-0.2545695181831107,2020-11-13,109.25,365,,,,,,,,,,,,,,,,,109.25,109.25,109.25,,,0.0,0.0,0.0,0.0,0.02127739844728488,0.018476276167573212,0.02127739844728488,0.018476276167573212,0.02127739844728488,0.018476276167573212,,,,,2020-11-13,20.8,25.8,17.6,14.2,14.2,214.2,45.200000000000045,56.047619047619065,-1.084920634920635,-1.00063492063492,1.3543899795254726,0.0,0.0,,,,,,,,,,109.25,106.95,107.25,114.7,104.8,5.5307,5.622,5.3846,5.8223,28021.0,46226.0,39025.0,26793.0,28021.0,46226.0,39025.0,26793.0,0.09810175330495183,0.168927511657482,0.14597789290590457,0.11236742003262862,0.09810175330495183,0.168927511657482,0.14597789290590457,0.11236742003262862,174.4,38.89999999999999,0.0999999999999929,19.999999999999993,15.900000000000043,19.500000000000046,0.0,7.900000000000045,-0.6309523809523809,2.0158730158730163,-0.43793650793650774,-1.001269841269841,-0.5355555555555552,1.1588888888888886,-0.19714285714285693,-0.9723809523809526,1.346371590324241,0.5642743662360985,0.01592115238817173,0.6061480733150525,106.95,107.25,114.7,104.8,106.95,107.25,114.7,104.8,106.95,107.25,114.7,104.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.95,107.25,114.7,104.8,599.2144,2622655.5,23401.35,599.2144,2622655.5,11935.5625,0.05563169598614863,0.08632464238555476,0.10339061328683526,0.2779090714125095
2020-11-20,2020-11-20,115.5,0,KC_LOCAL,2021-11-20,365,,1,-0.04362326210919261,0.05563169598614863,0.08961215868968714,0.020275439179172246,0.021255891393969,False,2020-11-20,5.3499,0.0032764508870553205,-0.024902760836828654,-0.042361771836974815,0.014973361216176082,0.011866711702388554,COFFEE C - ICE FUTURES U.S.,2020-11-17,255972,53320,30413,35491,53320,30413,13234,6461,2020-11-20,22907,22907,0.08949025674683168,0.08949025674683168,-0.18004049348164064,-0.22295585508356586,-0.18004049348164064,-0.22295585508356586,2020-11-20,115.5,365,,,,,,,,,,,,,,,,,115.5,115.5,115.5,,,0.0,0.0,0.0,0.0,0.05563169598614863,0.08961215868968714,0.05563169598614863,0.08961215868968714,0.05563169598614863,0.08961215868968714,,,,,2020-11-20,23.1,29.2,17.9,0.0,0.0,223.9,67.40000000000005,51.023809523809526,-0.6592063492063491,-0.7231746031746028,1.295146540326135,0.0,0.0,,,,,,,,,,115.5,109.25,105.6,120.1,103.6,5.4848,5.6114,5.6058,5.5802,24006.0,40708.0,43061.0,26942.0,24006.0,40708.0,43061.0,26942.0,0.08502153340511134,0.14877186827323327,0.16596968213651134,0.11030140261526747,0.08502153340511134,0.14877186827323327,0.16596968213651134,0.11030140261526747,214.2,86.6,0.4999999999999929,13.899999999999991,45.200000000000045,66.00000000000004,0.40000000000004443,4.100000000000044,-1.084920634920635,1.4876190476190478,0.06476190476190477,-0.911587301587302,-1.00063492063492,0.7163492063492064,0.1895238095238098,-1.1587301587301588,1.3543899795254726,1.0197947625189256,0.06429883649724343,0.591130012150668,109.25,105.6,120.1,103.6,109.25,105.6,120.1,103.6,109.25,105.6,120.1,103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.25,105.6,120.1,103.6,617.91345,2645758.5,25860.45,617.91345,2645758.5,13340.25,0.052288470031633345,0.06858874943659393,0.09884583463663264,0.2620312086775681
2020-11-27,2020-11-27,121.7,0,KC_LOCAL,2021-11-27,365,,1,0.060984176999187206,0.008665207922440722,0.15141544836265905,0.023709482900914236,0.02212640233686548,False,2020-11-27,5.3488,0.0054929227094134,-0.00020563246074310716,-0.0774795415393889,0.014374238200629642,0.011376683108320237,COFFEE C - ICE FUTURES U.S.,2020-11-24,253568,55709,25093,37235,55709,25093,13133,6244,2020-11-27,30616,30616,0.12074078748107017,0.12074078748107017,0.14988148077672442,0.19205686591298166,0.14988148077672442,0.19205686591298166,2020-11-27,121.7,365,,,,,,,,,,,,,,,,,121.7,121.7,121.7,,,0.0,0.0,0.0,0.0,0.008665207922440722,0.15141544836265905,0.008665207922440722,0.15141544836265905,0.008665207922440722,0.15141544836265905,,,,,2020-11-27,23.0,29.0,16.4,0.0,0.0,164.8,11.200000000000044,-25.814285714285713,-0.2655555555555556,-0.7461904761904761,0.8645731844412802,0.0,0.0,,,,,,,,,,121.7,115.5,104.4,127.1,96.3,5.3499,5.7712,5.4673,5.4257,22907.0,35421.0,50469.0,21629.0,22907.0,35421.0,50469.0,21629.0,0.08949025674683168,0.1281122958290534,0.19452078025692515,0.08655339106494006,0.08949025674683168,0.1281122958290534,0.19452078025692515,0.08655339106494006,223.9,158.5,2.6999999999999926,21.499999999999993,67.40000000000005,71.90000000000005,2.200000000000044,9.200000000000045,-0.6592063492063491,0.5766666666666667,-0.7731746031746031,-1.4128571428571433,-0.7231746031746028,0.4806349206349209,-0.5704761904761902,-1.6552380952380952,1.295146540326135,1.4194635165678708,0.5235457063711897,1.1307287753568742,115.5,104.4,127.1,96.3,115.5,104.4,127.1,96.3,115.5,104.4,127.1,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5,104.4,127.1,96.3,650.9489599999999,3725967.2,20056.160000000003,650.9489599999999,3725967.2,14810.890000000001,-0.05358801537371889,0.03432600280513762,0.11732643549320654,0.28819549855537346
2020-12-04,2020-12-04,115.35,0,KC_LOCAL,2021-12-04,365,,1,-0.01974313055360886,-0.05358801537371889,0.08500369990545457,0.025960540037175267,0.022266561909597853,False,2020-12-04,5.17,0.001567959747865525,-0.03399954816335927,-0.0674417012815262,0.013730290971556737,0.01120169730043241,COFFEE C - ICE FUTURES U.S.,2020-12-01,260940,57027,24762,41105,57027,24762,13342,6340,2020-12-04,32265,32265,0.12364911473902046,0.12364911473902046,0.14471036018203032,0.22024684855442572,0.14471036018203032,0.22024684855442572,2020-12-04,115.35,365,,,,,,,,,,,,,,,,,115.35,115.35,115.35,,,0.0,0.0,0.0,0.0,-0.05358801537371889,0.08500369990545457,-0.05358801537371889,0.08500369990545457,-0.05358801537371889,0.08500369990545457,,,,,2020-12-04,23.4,30.8,18.0,0.3,0.3,130.9,7.100000000000043,-71.35238095238095,0.03047619047619037,-0.7877777777777776,0.6472111694488264,0.0,0.0,,,,,,,,,,115.35,121.7,106.95,134.8,98.9,5.3488,5.5307,5.2842,4.9769,30616.0,28021.0,60362.0,8484.0,30616.0,28021.0,60362.0,8484.0,0.12074078748107017,0.09810175330495183,0.22796608569216534,0.030935052433528287,0.12074078748107017,0.09810175330495183,0.22796608569216534,0.030935052433528287,164.8,174.4,2.5999999999999925,21.499999999999993,11.200000000000044,15.900000000000043,0.0,0.0,-0.2655555555555556,-0.6309523809523809,-0.4573015873015875,-1.6460317460317464,-0.7461904761904761,-0.5355555555555552,-0.4582539682539681,-1.9293650793650794,0.8645731844412802,1.346371590324241,0.33455882352941085,1.266479663394109,121.7,106.95,134.8,98.9,121.7,106.95,134.8,98.9,121.7,106.95,134.8,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.7,106.95,134.8,98.9,596.3594999999999,3721767.75,15099.315,596.3594999999999,3721767.75,13305.6225,0.03199249174149175,0.10601049943111633,0.10990155492408281,0.3374625195516795
2020-12-11,2020-12-11,119.1,0,KC_LOCAL,2021-12-11,365,,1,0.004628663849840002,0.03199249174149175,0.07857443263262023,0.027087914380493197,0.02038912258301168,False,2020-12-11,5.0685,-0.003171447832600844,-0.01982777268002044,-0.07893571414095162,0.007615043559529651,0.011331966909465255,COFFEE C - ICE FUTURES U.S.,2020-12-08,256518,55201,23682,42307,55201,23682,13657,6443,2020-12-11,31519,31519,0.12287246898853102,0.12287246898853102,0.08989294188331502,0.2118670071960809,0.08989294188331502,0.2118670071960809,2020-12-11,119.1,365,,,,,,,,,,,,,,,,,119.1,119.1,119.1,,,0.0,0.0,0.0,0.0,0.03199249174149175,0.07857443263262023,0.03199249174149175,0.07857443263262023,0.03199249174149175,0.07857443263262023,,,,,2020-12-11,19.7,24.7,17.8,7.9,7.9,187.5,64.00000000000004,-39.042857142857144,-0.5173015873015875,-0.7342857142857139,0.8276579644343549,0.0,0.0,,,,,,,,,,119.1,115.35,109.25,133.35,95.2,5.17,5.4848,5.2848,5.0367,32265.0,24006.0,64978.0,2750.0,32265.0,24006.0,64978.0,2750.0,0.12364911473902046,0.08502153340511134,0.24479631701684393,0.010088855300134274,0.12364911473902046,0.08502153340511134,0.24479631701684393,0.010088855300134274,130.9,214.2,2.5999999999999925,21.199999999999992,7.100000000000043,45.200000000000045,0.0,0.0,0.03047619047619037,-1.084920634920635,-0.01428571428571459,-0.932539682539683,-0.7877777777777776,-1.00063492063492,-0.4225396825396824,-1.248888888888889,0.6472111694488264,1.3543899795254726,0.23646600259852685,1.2495088408644397,115.35,109.25,133.35,95.2,115.35,109.25,133.35,95.2,115.35,109.25,133.35,95.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.35,109.25,133.35,95.2,603.65835,3753912.9,22331.25,603.65835,3753912.9,14184.81,0.03789580303718782,0.03789580303718782,0.10624173935682435,0.2791444711857792
2020-12-18,2020-12-18,123.7,0,KC_LOCAL,2021-12-18,365,,1,-0.010854377925185815,0.03789580303718782,0.02496548732740141,0.02476989004825741,0.02023914945253162,False,2020-12-18,5.098,0.007363252609156309,0.0058033901136063555,-0.04822956319051653,0.006841867755554088,0.010489220670286747,COFFEE C - ICE FUTURES U.S.,2020-12-15,255253,57110,21005,44381,57110,21005,12812,6648,2020-12-18,36105,36105,0.141447896792594,0.141447896792594,0.2439251959979663,0.48010307626942017,0.2439251959979663,0.48010307626942017,2020-12-18,123.7,365,,,,,,,,,,,,,,,,,123.7,123.7,123.7,,,0.0,0.0,0.0,0.0,0.03789580303718782,0.02496548732740141,0.03789580303718782,0.02496548732740141,0.03789580303718782,0.02496548732740141,,,,,2020-12-18,22.9,29.5,18.2,4.9,4.9,132.7,37.700000000000045,-108.52857142857141,-0.027619047619047876,-0.7569841269841268,0.5501006751154802,0.0,0.0,,,,,,,,,,123.7,119.1,115.5,113.6,93.75,5.0685,5.3499,5.2883,5.346,31519.0,22907.0,66339.0,-5694.0,31519.0,22907.0,66339.0,-5694.0,0.12287246898853102,0.08949025674683168,0.2450564997839008,-0.021178544728238432,0.12287246898853102,0.08949025674683168,0.2450564997839008,-0.021178544728238432,187.5,223.9,2.5999999999999925,9.199999999999992,64.00000000000004,67.40000000000005,0.0,0.0,-0.5173015873015875,-0.6592063492063491,-0.44634920634920644,-0.8963492063492068,-0.7342857142857139,-0.7231746031746028,-1.1019047619047617,-1.170793650793651,0.8276579644343549,1.295146540326135,0.1862845445240527,0.8138163437236724,119.1,115.5,113.6,93.75,119.1,115.5,113.6,93.75,119.1,115.5,113.6,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1,115.5,113.6,93.75,630.6226,4466188.5,16414.989999999998,630.6226,4466188.5,15301.69,0.018025723400177048,0.03534217341163801,0.014047993413989032,0.19210912571010974
2020-12-25,2020-12-24,125.95,0,KC_LOCAL,2021-12-24,365,,1,0.011177761090429714,0.007171345474991121,0.09531017980432493,0.021925380966653165,0.019415800548295392,False,2020-12-24,5.1785,0.0009853264449268368,0.023030385702029015,-0.026863874927487225,0.007073014574569376,0.010439011119187448,COFFEE C - ICE FUTURES U.S.,2020-12-21,256417,59366,20591,45213,59366,20591,12536,6238,2020-12-24,38775,38775,0.15121852295284635,0.15121852295284635,0.2992969273462363,0.6250597393551623,0.2992969273462363,0.6250597393551623,2020-12-24,125.95,365,,,,,,,,,,,,,,,,,125.95,125.95,125.95,,,0.0,0.0,0.0,0.0,0.007171345474991121,0.09531017980432493,0.007171345474991121,0.09531017980432493,0.007171345474991121,0.09531017980432493,,,,,2020-12-25,21.1,24.3,18.8,7.1,7.1,212.89999999999998,103.80000000000005,-32.70952380952379,-0.1049206349206352,-0.5965079365079364,0.8668230640970955,0.0,0.0,,,,,,,,,,125.95,123.7,121.7,113.65,95.65,5.098,5.3488,5.5661,5.4623,36105.0,30616.0,61741.0,-7502.0,36105.0,30616.0,61741.0,-7502.0,0.141447896792594,0.12074078748107017,0.22402394775036286,-0.028249310900573872,0.141447896792594,0.12074078748107017,0.22402394775036286,-0.028249310900573872,132.7,164.8,18.299999999999994,0.5999999999999929,37.700000000000045,11.200000000000044,18.300000000000047,0.6000000000000444,-0.027619047619047876,-0.2655555555555556,0.0157142857142856,-0.32730158730158804,-0.7569841269841268,-0.7461904761904761,-0.6563492063492065,-0.7926984126984127,0.5501006751154802,0.8645731844412802,0.7188552188552185,0.061916461916461184,123.7,121.7,113.65,95.65,123.7,121.7,113.65,95.65,123.7,121.7,113.65,95.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.7,121.7,113.65,95.65,652.232075,4883711.25,26814.754999999997,652.232075,4883711.25,15863.4025,0.018096481252259718,-0.015200292660809233,0.020043901536655306,0.22195189278193064
2021-01-01,2020-12-31,128.25,0,KC_LOCAL,2021-12-31,365,,1,0.022472855852058576,0.029274242342689584,0.09309042306601203,0.015637439624062107,0.019018509201548895,False,2020-12-31,5.1961,0.0,0.004378231594807998,-0.005756957812431498,0.007079275452743459,0.01061085681074829,COFFEE C - ICE FUTURES U.S.,2020-12-29,258174,62162,21482,46725,62162,21482,12508,6673,2021-01-01,40680,40680,0.15756815171163635,0.15756815171163635,0.3186606086185236,0.718826172554445,0.3186606086185236,0.718826172554445,2020-12-31,128.25,365,,,,,,,,,,,,,,,,,128.25,128.25,128.25,,,0.0,0.0,0.0,0.0,0.029274242342689584,0.09309042306601203,0.029274242342689584,0.09309042306601203,0.029274242342689584,0.09309042306601203,,,,,2021-01-01,22.9,28.9,19.4,9.4,9.4,250.9,40.80000000000004,-5.044055944055923,-0.15103785103785097,-0.28736929736929717,0.9802923497267759,0.0,0.0,,,,,,,,,,128.25,125.95,115.35,108.95,102.25,5.1785,5.17,5.6458,5.3368,38775.0,32265.0,54931.0,-4311.0,38775.0,32265.0,54931.0,-4311.0,0.15121852295284635,0.12364911473902046,0.1974394088067947,-0.016054849413631167,0.15121852295284635,0.12364911473902046,0.1974394088067947,-0.016054849413631167,212.89999999999998,130.9,18.299999999999994,0.5999999999999929,103.80000000000005,7.100000000000043,0.0,0.0,-0.1049206349206352,0.03047619047619037,0.9244444444444445,0.21253968253968183,-0.5965079365079364,-0.7877777777777776,-0.09253968253968263,0.26619047619047626,0.8668230640970955,0.6472111694488264,0.47995503934057687,0.09859154929577348,125.95,115.35,108.95,102.25,125.95,115.35,108.95,102.25,125.95,115.35,108.95,102.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.95,115.35,108.95,102.25,666.3998250000001,5217210.0,32177.925,666.3998250000001,5217210.0,16448.0625,-0.036122204652436686,-0.042203715388677274,-0.05324451451881236,0.17351092711179986
2021-01-08,2021-01-08,123.7,0,KC_LOCAL,2022-01-08,365,,1,0.02124262883939581,-0.036122204652436686,0.07379709454373223,0.017444952860343678,0.019547945565768804,False,2021-01-08,5.3677,0.004668368203511602,0.03249116717476661,0.04914140046423004,0.009039989728015492,0.010818923158585706,COFFEE C - ICE FUTURES U.S.,2021-01-05,262961,64460,23485,49896,64460,23485,13614,6695,2021-01-08,40975,40975,0.15582158571042853,0.15582158571042853,0.22468415132990333,0.6938613909443913,0.22468415132990333,0.6938613909443913,2021-01-08,123.7,365,,,,,,,,,,,,,,,,,123.7,123.7,123.7,,,0.0,0.0,0.0,0.0,-0.036122204652436686,0.07379709454373223,-0.036122204652436686,0.07379709454373223,-0.036122204652436686,0.07379709454373223,,,,,2021-01-08,22.6,29.5,17.7,1.3,1.3,250.2,49.600000000000044,-12.913320013319998,-0.09162226662226645,-0.4342091242091243,0.9509210707665189,0.0,0.0,,,,,,,,,,123.7,128.25,119.1,111.55,96.15,5.1961,5.0685,5.5387,5.3434,40680.0,31519.0,47505.0,-2583.0,40680.0,31519.0,47505.0,-2583.0,0.15756815171163635,0.12287246898853102,0.17053531683921827,-0.00962685232117833,0.15756815171163635,0.12287246898853102,0.17053531683921827,-0.00962685232117833,250.9,187.5,19.399999999999995,0.5999999999999929,40.80000000000004,64.00000000000004,1.1000000000000445,0.0,-0.15103785103785097,-0.5173015873015875,1.9225396825396828,0.20873015873015793,-0.28736929736929717,-0.7342857142857139,0.7906349206349204,0.16063492063492055,0.9802923497267759,0.8276579644343549,0.3484433800889496,0.1714285714285694,128.25,119.1,111.55,96.15,128.25,119.1,111.55,96.15,128.25,119.1,111.55,96.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.25,119.1,111.55,96.15,663.98449,5068607.5,30949.739999999998,663.98449,5068607.5,15301.69,0.03534217341163801,0.006446436506320049,0.028294376032189827,0.20140534139586805
2021-01-15,2021-01-15,128.15,0,KC_LOCAL,2022-01-15,365,,1,0.0062622513846142935,0.03534217341163801,0.02448779548645209,0.01629781021336618,0.01975820251521222,False,2021-01-15,5.2708,0.0018420233277406898,-0.018217357682484052,0.031942113625596444,0.012644508546893392,0.011845904928508148,COFFEE C - ICE FUTURES U.S.,2021-01-12,264083,60960,26513,49771,60960,26513,13589,7556,2021-01-15,34447,34447,0.13044005104455797,0.13044005104455797,-0.2836772603401459,0.34012460352709173,-0.2836772603401459,0.34012460352709173,2021-01-15,128.15,365,,,,,,,,,,,,,,,,,128.15,128.15,128.15,,,0.0,0.0,0.0,0.0,0.03534217341163801,0.02448779548645209,0.03534217341163801,0.02448779548645209,0.03534217341163801,0.02448779548645209,,,,,2021-01-15,21.2,25.4,18.5,15.1,15.1,287.7,82.20000000000005,35.25572760572762,-0.20367854367854352,-0.16452658452658445,1.1396574668593173,0.0,0.0,,,,,,,,,,128.15,123.7,123.7,107.25,101.05,5.3677,5.098,5.622,5.3504,40975.0,36105.0,46226.0,-2729.0,40975.0,36105.0,46226.0,-2729.0,0.15582158571042853,0.141447896792594,0.168927511657482,-0.010079446276809886,0.15582158571042853,0.141447896792594,0.168927511657482,-0.010079446276809886,250.2,132.7,38.89999999999999,0.5999999999999929,49.600000000000044,37.700000000000045,19.500000000000046,0.0,-0.09162226662226645,-0.027619047619047876,2.0158730158730163,0.3128571428571423,-0.4342091242091243,-0.7569841269841268,1.1588888888888886,0.1600000000000001,0.9509210707665189,0.5501006751154802,0.5642743662360985,0.19325153374232898,123.7,123.7,107.25,101.05,123.7,123.7,107.25,101.05,123.7,123.7,107.25,101.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.7,123.7,107.25,101.05,675.45302,4414383.05,36868.755,675.45302,4414383.05,16422.4225,-0.03251674267227018,-0.05617200554754536,0.007773066731769459,0.22944437726244774
2021-01-22,2021-01-22,124.05,0,KC_LOCAL,2022-01-22,365,,1,-0.01916226297816419,-0.026254491287655963,-0.0012084593615683834,0.017321876565837717,0.01984871934286115,False,2021-01-22,5.4295,0.021125907823819127,0.02966489498585794,0.04831693607294843,0.012868248648654233,0.012145043719038321,COFFEE C - ICE FUTURES U.S.,2021-01-19,267581,64634,21662,51628,64634,21662,13549,7801,2021-01-22,42972,42972,0.1605943620810147,0.1605943620810147,0.15865749638132454,0.7620054546845837,0.15865749638132454,0.7620054546845837,2021-01-22,124.05,365,,,,,,,,,,,,,,,,,124.05,124.05,124.05,,,0.0,0.0,0.0,0.0,-0.026254491287655963,-0.0012084593615683834,-0.026254491287655963,-0.0012084593615683834,-0.026254491287655963,-0.0012084593615683834,,,,,2021-01-22,22.7,28.0,16.9,0.0,0.0,212.8,16.600000000000044,-38.33518148518148,-0.2747102897102895,-0.4689638139638139,0.8473524049538894,0.0,0.0,,,,,,,,,,124.05,128.15,125.95,105.6,108.4,5.2708,5.1785,5.6114,5.214,34447.0,38775.0,40708.0,-535.0,34447.0,38775.0,40708.0,-535.0,0.13044005104455797,0.15121852295284635,0.14877186827323327,-0.0019539524623453275,0.13044005104455797,0.15121852295284635,0.14877186827323327,-0.0019539524623453275,287.7,212.89999999999998,86.6,0.0,82.20000000000005,103.80000000000005,66.00000000000004,0.0,-0.20367854367854352,-0.1049206349206352,1.4876190476190478,0.3606349206349202,-0.16452658452658445,-0.5965079365079364,0.7163492063492064,0.3561904761904762,1.1396574668593173,0.8668230640970955,1.0197947625189256,0.0,128.15,125.95,105.6,108.4,128.15,125.95,105.6,108.4,128.15,125.95,105.6,108.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.15,125.95,105.6,108.4,673.5294749999999,5330676.6,26397.84,673.5294749999999,5330676.6,15388.4025,-0.008906941475608398,0.02743165446067076,0.09820072534887815,0.42106230492183244
