analysis_type,target,feature,lag_days,correlation,abs_correlation,n_obs
levels,coffee_c,sugar,83,0.45769318525645797,0.45769318525645797,3720
levels,coffee_c,sugar,84,0.47903912857460323,0.47903912857460323,4473
levels,coffee_c,sugar,85,0.45816578399301555,0.45816578399301555,3719
levels,coffee_c,sugar,86,0.43201980692618774,0.43201980692618774,2901
levels,coffee_c,sugar,87,0.4314544492490811,0.4314544492490811,2818
levels,coffee_c,sugar,88,0.4329096334806249,0.4329096334806249,2826
levels,coffee_c,sugar,89,0.435465393669503,0.435465393669503,2895
levels,coffee_c,sugar,90,0.4609659010462709,0.4609659010462709,3712
levels,coffee_c,sugar,91,0.4808257075724962,0.4808257075724962,4468
levels,coffee_c,sugar,92,0.46063559340933213,0.46063559340933213,3717
levels,coffee_c,sugar,93,0.4349695056221985,0.4349695056221985,2898
levels,coffee_c,sugar,94,0.4341684575975149,0.4341684575975149,2811
levels,coffee_c,sugar,95,0.4358216404770283,0.4358216404770283,2808
levels,coffee_c,sugar,96,0.43849741663200015,0.43849741663200015,2890
levels,coffee_c,sugar,97,0.46317995540837253,0.46317995540837253,3708
levels,coffee_c,sugar,98,0.48271111325093563,0.48271111325093563,4485
levels,coffee_c,sugar,99,0.46342856838748075,0.46342856838748075,3712
levels,coffee_c,sugar,100,0.43808783988636385,0.43808783988636385,2895
levels,coffee_c,sugar,101,0.4381167450581734,0.4381167450581734,2805
levels,coffee_c,sugar,102,0.43978075601445243,0.43978075601445243,2802
levels,coffee_c,sugar,103,0.44390746751192295,0.44390746751192295,2883
levels,coffee_c,sugar,104,0.46623064013901344,0.46623064013901344,3703
levels,coffee_c,sugar,105,0.485621508712942,0.485621508712942,4458
levels,coffee_c,sugar,106,0.4676531211608011,0.4676531211608011,3706
levels,coffee_c,sugar,107,0.4437358371230914,0.4437358371230914,2890
levels,coffee_c,sugar,108,0.4433957128650787,0.4433957128650787,2800
levels,coffee_c,sugar,109,0.4450938060507856,0.4450938060507856,2799
levels,coffee_c,sugar,110,0.4481326636789948,0.4481326636789948,2879
levels,coffee_c,sugar,111,0.47072998260090454,0.47072998260090454,3697
levels,coffee_c,sugar,112,0.487838217580638,0.487838217580638,4451
levels,coffee_c,sugar,113,0.47039386279161305,0.47039386279161305,3702
levels,coffee_c,sugar,114,0.4478355103192968,0.4478355103192968,2886
levels,coffee_c,sugar,115,0.4466794112215816,0.4466794112215816,2798
levels,coffee_c,sugar,116,0.44948715740672074,0.44948715740672074,2793
levels,coffee_c,sugar,117,0.452450895587506,0.452450895587506,2874
levels,coffee_c,sugar,118,0.47315016451474,0.47315016451474,3692
levels,coffee_c,sugar,119,0.4906316934159728,0.4906316934159728,4445
levels,coffee_c,sugar,120,0.4736879760837857,0.4736879760837857,3698
levels,coffee_c,sugar,121,0.45214952908167116,0.45214952908167116,2879
levels,coffee_c,sugar,122,0.4508886958803789,0.4508886958803789,2791
levels,coffee_c,sugar,123,0.4520692829648114,0.4520692829648114,2786
levels,coffee_c,sugar,124,0.4546505502690214,0.4546505502690214,2873
levels,coffee_c,sugar,125,0.47637266720655597,0.47637266720655597,3687
levels,coffee_c,sugar,126,0.4936037944773916,0.4936037944773916,4440
levels,coffee_c,sugar,127,0.4765523218214168,0.4765523218214168,3692
levels,coffee_c,sugar,128,0.455030585828203,0.455030585828203,2873
levels,coffee_c,sugar,129,0.45277518577525755,0.45277518577525755,2786
levels,coffee_c,sugar,130,0.45439131093121393,0.45439131093121393,2783
levels,coffee_c,sugar,131,0.45712269236924696,0.45712269236924696,2867
levels,coffee_c,sugar,132,0.47808969426131276,0.47808969426131276,3681
levels,coffee_c,sugar,133,0.49347504302073675,0.49347504302073675,4444
levels,coffee_c,sugar,134,0.4776505832617259,0.4776505832617259,3689
levels,coffee_c,sugar,135,0.45516866753667795,0.45516866753667795,2871
levels,coffee_c,sugar,136,0.4549441737416337,0.4549441737416337,2782
levels,coffee_c,sugar,137,0.45716454185515365,0.45716454185515365,2783
levels,coffee_c,sugar,138,0.45893047175022456,0.45893047175022456,2862
levels,coffee_c,sugar,139,0.47929248319825657,0.47929248319825657,3675
levels,coffee_c,sugar,140,0.4946533156405536,0.4946533156405536,4430
levels,coffee_c,sugar,141,0.47861994172901884,0.47861994172901884,3683
levels,coffee_c,sugar,142,0.4582535038409224,0.4582535038409224,2866
levels,coffee_c,sugar,143,0.45669787235688813,0.45669787235688813,2780
levels,coffee_c,sugar,144,0.4588293418089399,0.4588293418089399,2775
levels,coffee_c,sugar,145,0.4619897080036112,0.4619897080036112,2858
levels,coffee_c,sugar,146,0.48244286217459337,0.48244286217459337,3675
levels,coffee_c,sugar,147,0.4972346763885663,0.4972346763885663,4417
levels,coffee_c,sugar,148,0.4822494611300477,0.4822494611300477,3672
levels,coffee_c,sugar,149,0.46145511950996126,0.46145511950996126,2858
levels,coffee_c,sugar,150,0.45924667347541653,0.45924667347541653,2776
levels,coffee_c,sugar,151,0.4616966608000623,0.4616966608000623,2773
levels,coffee_c,sugar,152,0.46313689517525797,0.46313689517525797,2856
levels,coffee_c,sugar,153,0.4826046640508751,0.4826046640508751,3669
levels,coffee_c,sugar,154,0.4980627125264692,0.4980627125264692,4414
levels,coffee_c,sugar,155,0.4832734313088739,0.4832734313088739,3665
levels,coffee_c,sugar,156,0.46246915402627764,0.46246915402627764,2853
levels,coffee_c,sugar,157,0.4612323286651241,0.4612323286651241,2776
levels,coffee_c,sugar,158,0.46262758313266356,0.46262758313266356,2766
levels,coffee_c,sugar,159,0.46427431941999087,0.46427431941999087,2850
levels,coffee_c,sugar,160,0.4834655949284119,0.4834655949284119,3660
levels,coffee_c,sugar,161,0.49848145502900665,0.49848145502900665,4405
levels,coffee_c,sugar,162,0.4844028098874229,0.4844028098874229,3660
levels,coffee_c,sugar,163,0.4643783505808447,0.4643783505808447,2849
levels,coffee_c,sugar,164,0.46252964589558293,0.46252964589558293,2765
levels,coffee_c,sugar,165,0.46486281966824955,0.46486281966824955,2765
levels,coffee_c,sugar,166,0.46676635018383483,0.46676635018383483,2845
levels,coffee_c,sugar,167,0.48509656366654325,0.48509656366654325,3653
levels,coffee_c,sugar,168,0.49965320691048465,0.49965320691048465,4411
levels,coffee_c,sugar,169,0.48540008732082046,0.48540008732082046,3654
levels,coffee_c,sugar,170,0.4657020591737665,0.4657020591737665,2847
levels,coffee_c,sugar,171,0.4648477862295089,0.4648477862295089,2758
levels,coffee_c,sugar,172,0.46696370816924376,0.46696370816924376,2757
levels,coffee_c,sugar,173,0.4693315718815212,0.4693315718815212,2839
levels,coffee_c,sugar,174,0.48775062660463464,0.48775062660463464,3655
levels,coffee_c,sugar,175,0.5013847926458799,0.5013847926458799,4391
levels,coffee_c,sugar,176,0.48774188181373845,0.48774188181373845,3647
levels,coffee_c,sugar,177,0.46943355538857956,0.46943355538857956,2839
levels,coffee_c,sugar,178,0.4686663074229043,0.4686663074229043,2761
levels,coffee_c,sugar,179,0.47017166725833,0.47017166725833,2754
levels,coffee_c,sugar,180,0.47234935758169005,0.47234935758169005,2835
levels,coffee_c,sugar,181,0.48978165077530395,0.48978165077530395,3649
levels,coffee_c,sugar,182,0.5023929676110717,0.5023929676110717,4384
levels,coffee_c,sugar,183,0.4897232025642913,0.4897232025642913,3647
levels,coffee_c,sugar,184,0.4724833128077121,0.4724833128077121,2838
levels,coffee_c,sugar,185,0.4722817890653892,0.4722817890653892,2759
levels,coffee_c,sugar,186,0.4727508784882155,0.4727508784882155,2757
levels,coffee_c,sugar,187,0.47422751490371234,0.47422751490371234,2831
levels,coffee_c,sugar,188,0.4897945564596633,0.4897945564596633,3637
levels,coffee_c,sugar,189,0.502538093523232,0.502538093523232,4376
levels,coffee_c,sugar,190,0.48952977729409386,0.48952977729409386,3640
levels,coffee_c,sugar,191,0.4732929207010437,0.4732929207010437,2834
levels,coffee_c,sugar,192,0.4733149438523817,0.4733149438523817,2747
levels,coffee_c,sugar,193,0.47422829737102445,0.47422829737102445,2742
levels,coffee_c,sugar,194,0.4771527469059681,0.4771527469059681,2827
levels,coffee_c,sugar,195,0.49183871526085104,0.49183871526085104,3633
levels,coffee_c,sugar,196,0.5022560015035731,0.5022560015035731,4381
levels,coffee_c,sugar,197,0.4909771788479013,0.4909771788479013,3631
levels,coffee_c,sugar,198,0.47528740541564224,0.47528740541564224,2826
levels,coffee_c,sugar,199,0.47573831699747937,0.47573831699747937,2743
levels,coffee_c,sugar,200,0.47760866315589945,0.47760866315589945,2740
levels,coffee_c,tmax,-200,-0.01564522152015927,0.01564522152015927,4054
levels,coffee_c,tmax,-199,-0.014143335233435209,0.014143335233435209,4054
levels,coffee_c,tmax,-198,-0.014591736529737342,0.014591736529737342,4054
levels,coffee_c,tmax,-197,-0.005338466627529221,0.005338466627529221,4055
levels,coffee_c,tmax,-196,-0.007939767423890097,0.007939767423890097,4056
levels,coffee_c,tmax,-195,-0.01744570742356742,0.01744570742356742,4057
levels,coffee_c,tmax,-194,-0.025161186610499466,0.025161186610499466,4058
levels,coffee_c,tmax,-193,-0.009429693205754042,0.009429693205754042,4058
levels,coffee_c,tmax,-192,-0.006193323553061711,0.006193323553061711,4058
levels,coffee_c,tmax,-191,-0.006502109055383246,0.006502109055383246,4059
levels,coffee_c,tmax,-190,-0.0011254857049405682,0.0011254857049405682,4060
levels,coffee_c,tmax,-189,-0.0030600377070327976,0.0030600377070327976,4061
levels,coffee_c,tmax,-188,-0.016763353032172138,0.016763353032172138,4062
levels,coffee_c,tmax,-187,-0.025250876913658887,0.025250876913658887,4063
levels,coffee_c,tmax,-186,-0.007413950765121284,0.007413950765121284,4063
levels,coffee_c,tmax,-185,-0.004557633406044756,0.004557633406044756,4063
levels,coffee_c,tmax,-184,-0.006256956924188945,0.006256956924188945,4064
levels,coffee_c,tmax,-183,-0.0020694039079784897,0.0020694039079784897,4065
levels,coffee_c,tmax,-182,-0.0018185730118695247,0.0018185730118695247,4066
levels,coffee_c,tmax,-181,-0.012178113802102857,0.012178113802102857,4067
levels,coffee_c,tmax,-180,-0.02108257052877518,0.02108257052877518,4068
levels,coffee_c,tmax,-179,-0.008957032090721333,0.008957032090721333,4068
levels,coffee_c,tmax,-178,-0.007399258325261339,0.007399258325261339,4068
levels,coffee_c,tmax,-177,-0.013265297410865245,0.013265297410865245,4069
levels,coffee_c,tmax,-176,-0.0055595308355579475,0.0055595308355579475,4070
levels,coffee_c,tmax,-175,-0.005027622005598243,0.005027622005598243,4071
levels,coffee_c,tmax,-174,-0.01529408415495796,0.01529408415495796,4072
levels,coffee_c,tmax,-173,-0.023706506734278328,0.023706506734278328,4073
levels,coffee_c,tmax,-172,-0.009884269914624589,0.009884269914624589,4073
levels,coffee_c,tmax,-171,-0.00484477614152924,0.00484477614152924,4073
levels,coffee_c,tmax,-170,-0.007444232746013753,0.007444232746013753,4074
levels,coffee_c,tmax,-169,-0.004201980849807862,0.004201980849807862,4075
levels,coffee_c,tmax,-168,-0.009893080842918454,0.009893080842918454,4076
levels,coffee_c,tmax,-167,-0.022857747387602313,0.022857747387602313,4077
levels,coffee_c,tmax,-166,-0.028679423105399456,0.028679423105399456,4078
levels,coffee_c,tmax,-165,-0.0161798586554494,0.0161798586554494,4078
levels,coffee_c,tmax,-164,-0.01732934361888093,0.01732934361888093,4078
levels,coffee_c,tmax,-163,-0.019058950712293684,0.019058950712293684,4079
levels,coffee_c,tmax,-162,-0.004947694915524743,0.004947694915524743,4080
levels,coffee_c,tmax,-161,-0.0018364785752229137,0.0018364785752229137,4081
levels,coffee_c,tmax,-160,-0.013958608808035178,0.013958608808035178,4082
levels,coffee_c,tmax,-159,-0.022839575504490634,0.022839575504490634,4083
levels,coffee_c,tmax,-158,-0.014674254138649385,0.014674254138649385,4083
levels,coffee_c,tmax,-157,-0.016733458093089848,0.016733458093089848,4083
levels,coffee_c,tmax,-156,-0.017485363283046347,0.017485363283046347,4084
levels,coffee_c,tmax,-155,-0.011961759762969482,0.011961759762969482,4085
levels,coffee_c,tmax,-154,-0.009613026584022378,0.009613026584022378,4086
levels,coffee_c,tmax,-153,-0.01889393596887651,0.01889393596887651,4087
levels,coffee_c,tmax,-152,-0.02818919622288415,0.02818919622288415,4088
levels,coffee_c,tmax,-151,-0.017691032241198567,0.017691032241198567,4088
levels,coffee_c,tmax,-150,-0.019755295633493868,0.019755295633493868,4088
levels,coffee_c,tmax,-149,-0.02208092493161923,0.02208092493161923,4089
levels,coffee_c,tmax,-148,-0.015061873226680612,0.015061873226680612,4090
levels,coffee_c,tmax,-147,-0.011283258986271702,0.011283258986271702,4091
levels,coffee_c,tmax,-146,-0.021362339140835792,0.021362339140835792,4092
levels,coffee_c,tmax,-145,-0.027357811521628125,0.027357811521628125,4093
levels,coffee_c,tmax,-144,-0.01648018786679307,0.01648018786679307,4093
levels,coffee_c,tmax,-143,-0.01794746137234517,0.01794746137234517,4093
levels,coffee_c,tmax,-142,-0.02019244329270962,0.02019244329270962,4094
levels,coffee_c,tmax,-141,-0.020006630480429957,0.020006630480429957,4095
levels,coffee_c,tmax,-140,-0.022234402752245055,0.022234402752245055,4096
levels,coffee_c,tmax,-139,-0.03230996340964042,0.03230996340964042,4097
levels,coffee_c,tmax,-138,-0.03882606218428277,0.03882606218428277,4098
levels,coffee_c,tmax,-137,-0.027025967879692237,0.027025967879692237,4098
levels,coffee_c,tmax,-136,-0.029572852738215458,0.029572852738215458,4098
levels,coffee_c,tmax,-135,-0.037976639495113367,0.037976639495113367,4099
levels,coffee_c,tmax,-134,-0.033506531973553376,0.033506531973553376,4100
levels,coffee_c,tmax,-133,-0.02954334252290261,0.02954334252290261,4101
levels,coffee_c,tmax,-132,-0.03770752258106529,0.03770752258106529,4102
levels,coffee_c,tmax,-131,-0.04176477025185029,0.04176477025185029,4103
levels,coffee_c,tmax,-130,-0.030981649464329256,0.030981649464329256,4103
levels,coffee_c,tmax,-129,-0.03066717167496007,0.03066717167496007,4103
levels,coffee_c,tmax,-128,-0.03421935810750419,0.03421935810750419,4104
levels,coffee_c,tmax,-127,-0.029423630248012485,0.029423630248012485,4105
levels,coffee_c,tmax,-126,-0.027679685662955113,0.027679685662955113,4106
levels,coffee_c,tmax,-125,-0.034461424386007175,0.034461424386007175,4107
levels,coffee_c,tmax,-124,-0.04259600052895353,0.04259600052895353,4108
levels,coffee_c,tmax,-123,-0.0293392257410719,0.0293392257410719,4108
levels,coffee_c,tmax,-122,-0.027025013677092872,0.027025013677092872,4108
levels,coffee_c,tmax,-121,-0.030564354715163625,0.030564354715163625,4109
levels,coffee_c,tmax,-120,-0.031528067244717635,0.031528067244717635,4110
levels,coffee_c,tmax,-119,-0.03383084991201935,0.03383084991201935,4111
levels,coffee_c,tmax,-118,-0.03734836858713714,0.03734836858713714,4111
levels,coffee_c,tmax,-117,-0.04129656060419097,0.04129656060419097,4112
levels,coffee_c,tmax,-116,-0.029129443292100037,0.029129443292100037,4112
levels,coffee_c,tmax,-115,-0.025467927540478403,0.025467927540478403,4112
levels,coffee_c,tmax,-114,-0.02831060291756882,0.02831060291756882,4113
levels,coffee_c,tmax,-113,-0.025865607593614323,0.025865607593614323,4114
levels,coffee_c,tmax,-112,-0.027514767732208737,0.027514767732208737,4115
levels,coffee_c,tmax,-111,-0.03267755928586086,0.03267755928586086,4116
levels,coffee_c,tmax,-110,-0.03440616890793549,0.03440616890793549,4117
levels,coffee_c,tmax,-109,-0.020446011136823747,0.020446011136823747,4117
levels,coffee_c,tmax,-108,-0.020528754151722308,0.020528754151722308,4117
levels,coffee_c,tmax,-107,-0.0258855324178253,0.0258855324178253,4118
levels,coffee_c,tmax,-106,-0.02430402899685877,0.02430402899685877,4119
levels,coffee_c,tmax,-105,-0.01869235529125761,0.01869235529125761,4120
levels,coffee_c,tmax,-104,-0.022826836575757802,0.022826836575757802,4121
levels,coffee_c,tmax,-103,-0.027028117418799857,0.027028117418799857,4122
levels,coffee_c,tmax,-102,-0.020084168951568872,0.020084168951568872,4122
levels,coffee_c,tmax,-101,-0.023364299555427064,0.023364299555427064,4122
levels,coffee_c,tmax,-100,-0.025416290844945663,0.025416290844945663,4123
levels,coffee_c,tmax,-99,-0.020931294298559198,0.020931294298559198,4124
levels,coffee_c,tmax,-98,-0.020238905947366326,0.020238905947366326,4125
levels,coffee_c,tmax,-97,-0.028440529725056084,0.028440529725056084,4126
levels,coffee_c,tmax,-96,-0.03745723761220668,0.03745723761220668,4127
levels,coffee_c,tmax,-95,-0.02840167877329913,0.02840167877329913,4127
levels,coffee_c,tmax,-94,-0.026191525816617257,0.026191525816617257,4127
levels,coffee_c,tmax,-93,-0.029227256892924283,0.029227256892924283,4128
levels,coffee_c,tmax,-92,-0.02356595320057615,0.02356595320057615,4129
levels,coffee_c,tmax,-91,-0.01982866399765601,0.01982866399765601,4130
levels,coffee_c,tmax,-90,-0.027248825243209655,0.027248825243209655,4131
levels,coffee_c,tmax,-89,-0.039152745056848855,0.039152745056848855,4132
levels,coffee_c,tmax,-88,-0.0291766165673011,0.0291766165673011,4132
levels,coffee_c,tmax,-87,-0.02813106110362827,0.02813106110362827,4132
levels,coffee_c,tmax,-86,-0.030086269682407636,0.030086269682407636,4132
levels,coffee_c,tmax,-85,-0.027569447134705053,0.027569447134705053,4133
levels,coffee_c,tmax,-84,-0.02362145696210195,0.02362145696210195,4134
levels,coffee_c,tmax,-83,-0.03460470544933326,0.03460470544933326,4135
levels,coffee_c,tmax,-82,-0.044926919806916724,0.044926919806916724,4136
levels,coffee_c,tmax,-81,-0.0340956002740223,0.0340956002740223,4136
levels,coffee_c,tmax,-80,-0.03410714589940459,0.03410714589940459,4136
levels,coffee_c,tmax,-79,-0.038983480289679545,0.038983480289679545,4136
levels,coffee_c,tmax,-78,-0.032167552848396466,0.032167552848396466,4137
levels,coffee_c,tmax,-77,-0.02644541154712781,0.02644541154712781,4138
levels,coffee_c,tmax,-76,-0.03207435395066832,0.03207435395066832,4139
levels,coffee_c,tmax,-75,-0.04132723710841085,0.04132723710841085,4140
levels,coffee_c,tmax,-74,-0.03297842680183544,0.03297842680183544,4140
levels,coffee_c,tmax,-73,-0.027197559044806245,0.027197559044806245,4140
levels,coffee_c,tmax,-72,-0.026673022822413815,0.026673022822413815,4141
levels,coffee_c,tmax,-71,-0.021555859317360388,0.021555859317360388,4142
levels,coffee_c,tmax,-70,-0.021564771759257247,0.021564771759257247,4143
levels,coffee_c,tmax,-69,-0.029555141331219476,0.029555141331219476,4144
levels,coffee_c,tmax,-68,-0.0389839151616345,0.0389839151616345,4145
levels,coffee_c,tmax,-67,-0.02702333556348938,0.02702333556348938,4145
levels,coffee_c,tmax,-66,-0.024677053346876837,0.024677053346876837,4145
levels,coffee_c,tmax,-65,-0.024259557005485984,0.024259557005485984,4145
levels,coffee_c,tmax,-64,-0.01764476021376578,0.01764476021376578,4146
levels,coffee_c,tmax,-63,-0.015660057662595477,0.015660057662595477,4147
levels,coffee_c,tmax,-62,-0.01938423257259981,0.01938423257259981,4148
levels,coffee_c,tmax,-61,-0.028457100149342197,0.028457100149342197,4149
levels,coffee_c,tmax,-60,-0.021817322247295934,0.021817322247295934,4149
levels,coffee_c,tmax,-59,-0.02219482877430966,0.02219482877430966,4149
levels,coffee_c,tmax,-58,-0.020255479121466188,0.020255479121466188,4150
levels,coffee_c,tmax,-57,-0.016169904810987953,0.016169904810987953,4151
levels,coffee_c,tmax,-56,-0.013332098298777035,0.013332098298777035,4152
levels,coffee_c,tmax,-55,-0.019804355296645683,0.019804355296645683,4153
levels,coffee_c,tmax,-54,-0.028271820911401926,0.028271820911401926,4154
levels,coffee_c,tmax,-53,-0.02092091101576689,0.02092091101576689,4154
levels,coffee_c,tmax,-52,-0.02332748853118845,0.02332748853118845,4154
levels,coffee_c,tmax,-51,-0.02496273090387999,0.02496273090387999,4155
levels,coffee_c,tmax,-50,-0.0196512248270862,0.0196512248270862,4156
levels,coffee_c,tmax,-49,-0.011925076908851607,0.011925076908851607,4157
levels,coffee_c,tmax,-48,-0.016927363945931972,0.016927363945931972,4158
levels,coffee_c,tmax,-47,-0.022389304582963124,0.022389304582963124,4159
levels,coffee_c,tmax,-46,-0.01656104279141689,0.01656104279141689,4159
levels,coffee_c,tmax,-45,-0.013766781538867144,0.013766781538867144,4159
levels,coffee_c,tmax,-44,-0.015464235456686612,0.015464235456686612,4160
levels,coffee_c,tmax,-43,-0.011100137365615624,0.011100137365615624,4161
levels,coffee_c,tmax,-42,-0.007498462118734916,0.007498462118734916,4162
levels,coffee_c,tmax,-41,-0.012736426155718895,0.012736426155718895,4163
levels,coffee_c,tmax,-40,-0.019875044390185986,0.019875044390185986,4164
levels,coffee_c,tmax,-39,-0.011446408181610208,0.011446408181610208,4164
levels,coffee_c,tmax,-38,-0.005983809923001067,0.005983809923001067,4164
levels,coffee_c,tmax,-37,-0.005373177173180711,0.005373177173180711,4165
levels,coffee_c,tmax,-36,-0.0032005159430027134,0.0032005159430027134,4166
levels,coffee_c,tmax,-35,-0.0011226899735513858,0.0011226899735513858,4167
levels,coffee_c,tmax,-34,-0.011208329417379806,0.011208329417379806,4168
levels,coffee_c,tmax,-33,-0.02110918435864746,0.02110918435864746,4169
levels,coffee_c,tmax,-32,-0.011644090254174115,0.011644090254174115,4169
levels,coffee_c,tmax,-31,-0.008180572535804306,0.008180572535804306,4169
levels,coffee_c,tmax,-30,-0.007582265323409934,0.007582265323409934,4169
levels,coffee_c,tmax,-29,0.0025126890639888383,0.0025126890639888383,4170
levels,coffee_c,tmax,-28,0.006247127137297245,0.006247127137297245,4171
levels,coffee_c,tmax,-27,-0.0050284674228565805,0.0050284674228565805,4172
levels,coffee_c,tmax,-26,-0.018296418934108456,0.018296418934108456,4173
levels,coffee_c,tmax,-25,-0.008182107367613784,0.008182107367613784,4173
levels,coffee_c,tmax,-24,-0.005449430318328856,0.005449430318328856,4173
levels,coffee_c,tmax,-23,-0.007038017128843072,0.007038017128843072,4174
levels,coffee_c,tmax,-22,-0.00330631622796081,0.00330631622796081,4175
levels,coffee_c,tmax,-21,0.003144901660622959,0.003144901660622959,4176
levels,coffee_c,tmax,-20,-0.004734230526988267,0.004734230526988267,4177
levels,coffee_c,tmax,-19,-0.017141693330999852,0.017141693330999852,4178
levels,coffee_c,tmax,-18,-0.009397235137452975,0.009397235137452975,4178
levels,coffee_c,tmax,-17,-0.008385026319196699,0.008385026319196699,4178
levels,coffee_c,tmax,-16,-0.007120399283571179,0.007120399283571179,4179
levels,coffee_c,tmax,-15,-0.002551925640484184,0.002551925640484184,4180
levels,coffee_c,tmax,-14,-0.0015056440299503876,0.0015056440299503876,4181
levels,coffee_c,tmax,-13,-0.007090918154844706,0.007090918154844706,4182
levels,coffee_c,tmax,-12,-0.013502694989688507,0.013502694989688507,4183
levels,coffee_c,tmax,-11,-0.0025932152587159153,0.0025932152587159153,4183
levels,coffee_c,tmax,-10,0.0006978962625378087,0.0006978962625378087,4183
levels,coffee_c,tmax,-9,-0.006161957608806022,0.006161957608806022,4184
levels,coffee_c,tmax,-8,-0.005443268197362533,0.005443268197362533,4185
levels,coffee_c,tmax,-7,0.001098626047630312,0.001098626047630312,4186
levels,coffee_c,tmax,-6,-0.003564518731884371,0.003564518731884371,4187
levels,coffee_c,tmax,-5,-0.016558499375482427,0.016558499375482427,4188
levels,coffee_c,tmax,-4,-0.007302369576912767,0.007302369576912767,4188
levels,coffee_c,tmax,-3,-0.004433556633386385,0.004433556633386385,4188
levels,coffee_c,tmax,-2,-0.009002456438885937,0.009002456438885937,4189
levels,coffee_c,tmax,-1,-0.004510735345978825,0.004510735345978825,4190
levels,coffee_c,tmax,0,0.0029149817471942033,0.0029149817471942033,4191
levels,coffee_c,tmax,1,-0.002524393055128215,0.002524393055128215,4192
levels,coffee_c,tmax,2,-0.015248074302658905,0.015248074302658905,4193
levels,coffee_c,tmax,3,-0.00734125664687451,0.00734125664687451,4194
levels,coffee_c,tmax,4,-0.005018167897297007,0.005018167897297007,4195
levels,coffee_c,tmax,5,-0.008581191564683845,0.008581191564683845,4196
levels,coffee_c,tmax,6,-0.002182463982910816,0.002182463982910816,4197
levels,coffee_c,tmax,7,0.004671180348965027,0.004671180348965027,4197
levels,coffee_c,tmax,8,-0.0016673095128951485,0.0016673095128951485,4198
levels,coffee_c,tmax,9,-0.013054417385719457,0.013054417385719457,4199
levels,coffee_c,tmax,10,-0.002566315496042984,0.002566315496042984,4200
levels,coffee_c,tmax,11,-0.0013867282990917753,0.0013867282990917753,4201
levels,coffee_c,tmax,12,-0.00021631784371255677,0.00021631784371255677,4202
levels,coffee_c,tmax,13,0.006041977889242403,0.006041977889242403,4203
levels,coffee_c,tmax,14,0.012942327874257085,0.012942327874257085,4204
levels,coffee_c,tmax,15,0.004591447660793644,0.004591447660793644,4205
levels,coffee_c,tmax,16,-0.0041876922841969045,0.0041876922841969045,4206
levels,coffee_c,tmax,17,0.002598669215537929,0.002598669215537929,4207
levels,coffee_c,tmax,18,0.0026177364102194342,0.0026177364102194342,4208
levels,coffee_c,tmax,19,0.001316981036673712,0.001316981036673712,4209
levels,coffee_c,tmax,20,0.009524598715828921,0.009524598715828921,4210
levels,coffee_c,tmax,21,0.015937835878562467,0.015937835878562467,4211
levels,coffee_c,tmax,22,0.004759941044405776,0.004759941044405776,4212
levels,coffee_c,tmax,23,-0.0006774756204498157,0.0006774756204498157,4213
levels,coffee_c,tmax,24,0.010852758085937135,0.010852758085937135,4214
levels,coffee_c,tmax,25,0.012553729985303054,0.012553729985303054,4215
levels,coffee_c,tmax,26,0.009625335149665258,0.009625335149665258,4216
levels,coffee_c,tmax,27,0.008557861186470618,0.008557861186470618,4217
levels,coffee_c,tmax,28,0.013404569223088872,0.013404569223088872,4218
levels,coffee_c,tmax,29,0.00593191612916596,0.00593191612916596,4219
levels,coffee_c,tmax,30,0.0009103835641257269,0.0009103835641257269,4220
levels,coffee_c,tmax,31,0.013515333880601726,0.013515333880601726,4221
levels,coffee_c,tmax,32,0.015325174562834502,0.015325174562834502,4222
levels,coffee_c,tmax,33,0.01155504044006453,0.01155504044006453,4223
levels,coffee_c,tmax,34,0.015948947844359417,0.015948947844359417,4224
levels,coffee_c,tmax,35,0.020867359356955783,0.020867359356955783,4225
levels,coffee_c,tmax,36,0.013921163816220647,0.013921163816220647,4226
levels,coffee_c,tmax,37,0.009247770630186834,0.009247770630186834,4227
levels,coffee_c,tmax,38,0.017660418141123433,0.017660418141123433,4228
levels,coffee_c,tmax,39,0.015144563171614054,0.015144563171614054,4229
levels,coffee_c,tmax,40,0.012735347637410516,0.012735347637410516,4230
levels,coffee_c,tmax,41,0.015730163792460596,0.015730163792460596,4231
levels,coffee_c,tmax,42,0.019173245970735477,0.019173245970735477,4232
levels,coffee_c,tmax,43,0.013398533392929825,0.013398533392929825,4233
levels,coffee_c,tmax,44,0.010539419132983957,0.010539419132983957,4234
levels,coffee_c,tmax,45,0.021576851199080156,0.021576851199080156,4235
levels,coffee_c,tmax,46,0.018361249595904832,0.018361249595904832,4236
levels,coffee_c,tmax,47,0.010970890326925815,0.010970890326925815,4237
levels,coffee_c,tmax,48,0.00861470038872459,0.00861470038872459,4237
levels,coffee_c,tmax,49,0.019276149118576467,0.019276149118576467,4238
levels,coffee_c,tmax,50,0.015544220632810394,0.015544220632810394,4239
levels,coffee_c,tmax,51,0.010161252777005131,0.010161252777005131,4240
levels,coffee_c,tmax,52,0.02068414277057364,0.02068414277057364,4241
levels,coffee_c,tmax,53,0.020544810917391437,0.020544810917391437,4242
levels,coffee_c,tmax,54,0.017398065231383233,0.017398065231383233,4243
levels,coffee_c,tmax,55,0.017506210476560514,0.017506210476560514,4244
levels,coffee_c,tmax,56,0.02389175365478458,0.02389175365478458,4245
