"Date","Price","Open","High","Low","Vol.","Change %"
"04/26/2022","4.870","4.870","4.870","4.870","","2.31%"
"04/25/2022","4.760","4.760","4.760","4.760","","5.54%"
"04/22/2022","4.510","4.510","4.510","4.510","","0.00%"
"04/20/2022","4.510","4.510","4.510","4.510","","-0.88%"
"04/19/2022","4.550","4.550","4.550","4.550","","0.22%"
"04/18/2022","4.540","4.540","4.540","4.540","","-0.87%"
"04/14/2022","4.580","4.580","4.580","4.580","","0.22%"
"04/13/2022","4.570","4.570","4.570","4.570","","0.22%"
"04/12/2022","4.560","4.560","4.560","4.560","","-0.22%"
"04/11/2022","4.570","4.570","4.570","4.570","","-0.44%"
"04/08/2022","4.590","4.590","4.590","4.590","","-0.65%"
"04/07/2022","4.620","4.620","4.620","4.620","","0.43%"
"04/06/2022","4.600","4.600","4.600","4.600","","1.32%"
"04/05/2022","4.540","4.540","4.540","4.540","","1.11%"
"04/04/2022","4.490","4.490","4.490","4.490","","-1.32%"
"04/01/2022","4.550","4.550","4.550","4.550","","-1.94%"
"03/31/2022","4.640","4.640","4.640","4.640","","-0.43%"
"03/30/2022","4.660","4.660","4.660","4.660","","0.43%"
"03/29/2022","4.640","4.640","4.640","4.640","","-0.22%"
"03/28/2022","4.650","4.650","4.650","4.650","","1.75%"
"03/25/2022","4.570","4.570","4.570","4.570","","-2.97%"
"03/24/2022","4.710","4.710","4.710","4.710","","-0.21%"
"03/23/2022","4.720","4.720","4.720","4.720","","-1.46%"
"03/22/2022","4.790","4.790","4.790","4.790","","-0.83%"
"03/21/2022","4.830","4.830","4.830","4.830","","-1.23%"
"03/18/2022","4.890","4.890","4.890","4.890","","-0.41%"
"03/17/2022","4.910","4.910","4.910","4.910","","-1.41%"
"03/16/2022","4.980","4.980","4.980","4.980","","-0.99%"
"03/15/2022","5.030","5.030","5.030","5.030","","0.60%"
"03/14/2022","5.000","5.000","5.000","5.000","","1.42%"
"03/11/2022","4.930","4.930","4.930","4.930","","22.64%"
"03/10/2022","4.020","4.020","4.020","4.020","","-19.44%"
"03/09/2022","4.990","4.990","4.990","4.990","","-0.80%"
"03/08/2022","5.030","5.030","5.030","5.030","","-0.40%"
"03/07/2022","5.050","5.050","5.050","5.050","","0.00%"
"03/04/2022","5.050","5.050","5.050","5.050","","1.00%"
"03/03/2022","5.000","5.000","5.000","5.000","","-1.57%"
"03/02/2022","5.080","5.080","5.080","5.080","","-0.78%"
"02/25/2022","5.120","5.120","5.120","5.120","","0.79%"
"02/24/2022","5.080","5.080","5.080","5.080","","2.01%"
"02/23/2022","4.980","4.980","4.980","4.980","","-0.99%"
"02/22/2022","5.030","5.030","5.030","5.030","","-0.98%"
"02/21/2022","5.080","5.080","5.080","5.080","","-0.59%"
"02/18/2022","5.110","5.110","5.110","5.110","","-0.58%"
"02/17/2022","5.140","5.140","5.140","5.140","","0.59%"
"02/16/2022","5.110","5.110","5.110","5.110","","-0.78%"
"02/15/2022","5.150","5.150","5.150","5.150","","-0.77%"
"02/14/2022","5.190","5.190","5.190","5.190","","-0.19%"
"02/11/2022","5.200","5.200","5.200","5.200","","0.00%"
"02/10/2022","5.200","5.200","5.200","5.200","","0.00%"
"02/09/2022","5.200","5.200","5.200","5.200","","-0.57%"
"02/08/2022","5.230","5.230","5.230","5.230","","0.00%"
"02/07/2022","5.230","5.230","5.230","5.230","","-1.32%"
"02/04/2022","5.300","5.300","5.300","5.300","","0.57%"
"02/03/2022","5.270","5.270","5.270","5.270","","0.38%"
"02/02/2022","5.250","5.250","5.250","5.250","","0.00%"
"02/01/2022","5.250","5.250","5.250","5.250","","-0.57%"
"01/31/2022","5.280","5.280","5.280","5.280","","-1.68%"
"01/28/2022","5.370","5.370","5.370","5.370","","-0.56%"
"01/27/2022","5.400","5.400","5.400","5.400","","0.19%"
"01/26/2022","5.390","5.390","5.390","5.390","","-0.55%"
"01/25/2022","5.420","5.420","5.420","5.420","","-1.09%"
"01/24/2022","5.480","5.480","5.480","5.480","","0.92%"
"01/21/2022","5.430","5.430","5.430","5.430","","0.74%"
"01/20/2022","5.390","5.390","5.390","5.390","","-0.92%"
"01/19/2022","5.440","5.440","5.440","5.440","","-1.63%"
"01/18/2022","5.530","5.530","5.530","5.530","","0.55%"
"01/17/2022","5.500","5.500","5.500","5.500","","0.18%"
"01/14/2022","5.490","5.490","5.490","5.490","","0.00%"
"01/13/2022","5.490","5.490","5.490","5.490","","-0.36%"
"01/12/2022","5.510","5.510","5.510","5.510","","-0.72%"
