as_of_date,horizon_weeks,current_price,predicted_log_change,projected_price,n_features_used
2026-04-28,4,308.55,0.01819867268204689,314.21660642022687,47
2026-04-28,12,308.55,0.2050487995147705,378.7713422011026,32
2026-04-28,26,308.55,-0.12862001359462738,271.3104917828669,31
2026-04-28,52,308.55,-0.058763448148965836,290.9409881132847,30
